index,ride_id,rideable_type,user_type,day,month,type_week,season,trip_start_hour,start_station_name,start_user_total,end_station_name,end_user_total
5406,47F0FE99E41E5E37,docked_bike,casual,2,1,weekday,winter,13,Damen Ave & Wellington Ave,1309,Larrabee St & Oak St,1298
5420,33B50358635A495C,docked_bike,casual,30,1,weekday,winter,17,California Ave & Cortez St,1304,California Ave & Francis Pl (Temp),1293
5517,ECD3BE7419498FA3,docked_bike,casual,4,1,weekend,winter,20,Paulina St & Flournoy St,1295,Financial Pl & Ida B Wells Dr,1287
5549,2BCD7E8A33685954,docked_bike,casual,9,1,weekday,winter,19,Sheridan Rd & Greenleaf Ave,1293,Albany Ave & Bloomingdale Ave,1284
5622,F35743B0E9091C74,docked_bike,casual,22,1,weekday,winter,10,Morgan St & 18th St,1289,Damen Ave & Foster Ave,1278
5681,272A04941E710E4A,docked_bike,casual,14,1,weekday,winter,17,Wolcott (Ravenswood) Ave & Montrose Ave,1288,Central Park Ave & Bloomingdale Ave,1274
5694,FEFA8C0E2925EDC3,docked_bike,casual,28,1,weekday,winter,13,Wood St & Augusta Blvd,1271,Stave St & Armitage Ave,1266
5699,08165B9EE234BED8,docked_bike,casual,28,1,weekday,winter,16,900 W Harrison St,1264,Ellis Ave & 55th St,1250
5700,07DDAF987A349078,docked_bike,casual,28,1,weekday,winter,22,Orleans St & Elm St,1261,Milwaukee Ave & Rockwell St,1250
5742,62813C3717782841,docked_bike,casual,31,1,weekday,winter,22,Ashland Ave & Wellington Ave,1245,Campbell Ave & Fullerton Ave,1244
5782,A1EC7D1F46AA5831,docked_bike,casual,2,1,weekday,winter,13,Damen Ave & Foster Ave,1245,Chicago Ave & Washington St,1239
5811,8406D06B577E2814,docked_bike,casual,17,1,weekday,winter,15,Campbell Ave & Fullerton Ave,1244,Sheridan Rd & Columbia Ave,1238
5848,A763E09EC395532A,docked_bike,casual,10,1,weekday,winter,8,Sheridan Rd & Columbia Ave,1244,Damen Ave & Clybourn Ave,1230
5853,DDB67BEE8CB4782E,docked_bike,casual,28,1,weekday,winter,16,Greenwood Ave & 47th St,1239,Ashland Ave & Wellington Ave,1222
5854,42A908D258C6E0FE,docked_bike,casual,4,1,weekend,winter,14,Albany Ave & Bloomingdale Ave,1232,Orleans St & Elm St,1222
5888,FC22939691404851,docked_bike,casual,13,1,weekday,winter,17,California Ave & Division St,1228,Walsh Park,1219
5909,8B1BC879AB7CDC7A,docked_bike,casual,13,1,weekday,winter,22,Stave St & Armitage Ave,1221,Greenwood Ave & 47th St,1215
5935,1C1C2B48D0DFB101,docked_bike,casual,2,1,weekday,winter,7,California Ave & Francis Pl (Temp),1219,California Ave & Fletcher St,1198
5944,31A37E668DE8AAA9,docked_bike,casual,17,1,weekday,winter,12,Paulina St & 18th St,1210,California Ave & Altgeld St,1194
5945,EC4E46ACD2E31A21,docked_bike,casual,17,1,weekday,winter,12,Larrabee St & Menomonee St,1209,900 W Harrison St,1193
5950,C30EF3C5031515BE,docked_bike,casual,18,1,weekend,winter,12,Central Park Ave & Bloomingdale Ave,1209,Calumet Ave & 21st St,1183
6042,4B106681341E8C18,docked_bike,casual,14,1,weekday,winter,15,Chicago Ave & Washington St,1171,Ravenswood Ave & Irving Park Rd,1172
6049,B26CDABADA726583,docked_bike,casual,2,1,weekday,winter,20,South Shore Dr & 71st St,1166,Wolcott (Ravenswood) Ave & Montrose Ave,1160
6050,BBCF12D52C493C53,docked_bike,casual,4,1,weekend,winter,11,Racine Ave & Randolph St,1166,Wood St & Augusta Blvd,1151
6056,0C4585A111474750,docked_bike,casual,28,1,weekday,winter,17,Ravenswood Ave & Irving Park Rd,1164,South Shore Dr & 67th St,1145
6133,92297FF3105C693C,docked_bike,casual,31,1,weekday,winter,13,Clinton St & Jackson Blvd,1154,South Shore Dr & 71st St,1144
6134,09DDDE3B6BE27EA5,docked_bike,casual,31,1,weekday,winter,13,Canal St & Monroe St,1151,Kosciuszko Park,1140
6157,739B71F5B3303602,docked_bike,casual,1,1,weekday,winter,21,South Shore Dr & 67th St,1150,Spaulding Ave & Armitage Ave,1140
6158,25EE72816799DAC8,docked_bike,casual,28,1,weekday,winter,16,Clark St & Ida B Wells Dr,1150,Ellis Ave & 53rd St,1124
6168,0671B9423A578483,docked_bike,casual,2,1,weekday,winter,13,Damen Ave & Leland Ave,1136,Larrabee St & Menomonee St,1123
6186,E1999DFD8CFC352E,docked_bike,casual,5,1,weekend,winter,17,Morgan St & Polk St,1132,Ashland Ave & Lake St,1118
6261,EBFE2E641CD649CC,docked_bike,casual,31,1,weekday,winter,8,Elizabeth (May) St & Fulton St,1124,State St & 19th St,1117
6292,87365277AFD9F4C0,docked_bike,casual,1,1,weekday,winter,13,State St & 19th St,1109,Elizabeth (May) St & Fulton St,1104
6322,444743EBBB187555,docked_bike,casual,2,1,weekday,winter,13,California Ave & Altgeld St,1105,Damen Ave & Cullerton St,1103
6344,E88FA30092B36D41,docked_bike,casual,2,1,weekday,winter,14,Ashland Ave & Lake St,1099,Damen Ave & Grand Ave,1083
6353,34E3362018C63CF2,docked_bike,casual,2,1,weekday,winter,20,Calumet Ave & 21st St,1087,Morgan St & Polk St,1079
6378,230592E8DBC1A5F1,docked_bike,casual,16,1,weekday,winter,8,Ashland Ave & Belle Plaine Ave,1078,Throop (Loomis) St & Taylor St,1074
6491,5841819D1E8AFF6C,docked_bike,casual,27,1,weekday,winter,8,Damen Ave & Clybourn Ave,1071,Ashland Ave & Belle Plaine Ave,1069
6521,19031B2B119F9600,docked_bike,casual,2,1,weekday,winter,20,Throop (Loomis) St & Taylor St,1065,Racine Ave & Randolph St,1048
6522,AFA54A90920679B5,docked_bike,casual,1,1,weekday,winter,21,Spaulding Ave & Armitage Ave,1052,Sheridan Rd & Noyes St (NU),1038
6540,33BD858B04290DC1,docked_bike,casual,21,1,weekday,winter,22,LaSalle St & Adams St,1038,Wabash Ave & Cermak Rd,1035
6553,67F583992C801C99,docked_bike,casual,3,1,weekday,winter,18,Damen Ave & Grand Ave,1014,Woodlawn Ave & Lake Park Ave,1018
6575,BFC454C07BE0D447,docked_bike,casual,27,1,weekday,winter,20,Damen Ave & Cullerton St,1007,Damen Ave & Leland Ave,1018
6578,17B3C12A445B2D10,docked_bike,casual,17,1,weekday,winter,9,State St & 33rd St,1005,Clark St & Ida B Wells Dr,998
6587,425814CA81CA8D3C,docked_bike,casual,4,1,weekend,winter,2,Wells St & 19th St,1004,State St & 33rd St,982
6604,DB90980E4B49811F,docked_bike,casual,20,1,weekday,winter,9,Wolcott Ave & Polk St,1002,Drake Ave & Fullerton Ave,970
6606,D09704E4A59A330D,docked_bike,casual,17,1,weekday,winter,14,Sheridan Rd & Noyes St (NU),995,Canal St & Monroe St,968
6612,E37270E2E4626268,docked_bike,casual,7,1,weekday,winter,13,California Ave & Fletcher St,991,Wells St & 19th St,967
6648,C1A35FDB57ABFA5B,docked_bike,casual,10,1,weekday,winter,19,Kosciuszko Park,987,Chicago Ave & Dempster St,958
6677,4628A3A325C48190,docked_bike,casual,31,1,weekday,winter,10,Woodlawn Ave & Lake Park Ave,976,Lincoln Ave & Addison St,944
6680,B2E786F1E7BDAC00,docked_bike,casual,6,1,weekday,winter,6,Western Ave & Congress Pkwy,974,Clinton St & Jackson Blvd,939
6709,B0DB4517EFCF9E36,docked_bike,casual,17,1,weekday,winter,11,Eastlake Ter & Rogers Ave,948,Winchester Ave & Elston Ave,933
6729,1FB44294F4F25F33,docked_bike,casual,5,1,weekend,winter,14,Clark St & Elmdale Ave,948,LaSalle St & Adams St,930
6743,BE1DB87F56D692DA,docked_bike,casual,22,1,weekday,winter,15,Chicago Ave & Dempster St,942,Clark St & Elmdale Ave,922
6757,A70559246BAA7612,docked_bike,casual,13,1,weekday,winter,8,Calumet Ave & 33rd St,925,Paulina St & Flournoy St,915
6796,DE079F365EBB2773,docked_bike,casual,4,1,weekend,winter,13,Wood St & Hubbard St,916,Eastlake Ter & Rogers Ave,914
6798,1C50E7172B29501C,docked_bike,casual,8,1,weekday,winter,17,Indiana Ave & 31st St,908,Western Ave & Congress Pkwy,909
6812,A0D774843317D4CC,docked_bike,casual,28,1,weekday,winter,18,Lincoln Ave & Addison St,898,Damen Ave & Melrose Ave,901
6823,7A04C4F1DD684FCE,docked_bike,casual,2,1,weekday,winter,15,Drake Ave & Fullerton Ave,896,Leavitt St & Lawrence Ave,898
6827,F2C1EDF2CAD0776A,docked_bike,casual,7,1,weekday,winter,8,California Ave & Byron St,896,Indiana Ave & 31st St,894
6828,DDE05188153DD6D0,docked_bike,casual,2,1,weekday,winter,9,Indiana Ave & 26th St,890,Wood St & Chicago Ave,893
6830,C947C187498BD0B7,docked_bike,casual,26,1,weekend,winter,19,Leavitt St & Lawrence Ave,889,Francisco Ave & Foster Ave,891
6865,05A3B95D4377B36C,docked_bike,casual,10,1,weekday,winter,19,Damen Ave & Sunnyside Ave,888,Calumet Ave & 33rd St,890
6889,6D753D00AFF680EF,docked_bike,casual,18,1,weekend,winter,11,Wabash Ave & Cermak Rd,887,University Library (NU),883
6892,59BD1DDC25919D9D,docked_bike,casual,31,1,weekday,winter,13,Wood St & Chicago Ave,882,Richmond St & Diversey Ave,880
6910,91B87DABA5E6DB8A,docked_bike,casual,4,1,weekend,winter,14,Paulina St & Montrose Ave,880,Washtenaw Ave & Lawrence Ave,878
6963,5BBC03A3E86C25AB,docked_bike,casual,17,1,weekday,winter,8,Washtenaw Ave & Lawrence Ave,877,California Ave & Byron St,876
6974,AFDFDDFA3E236E4F,docked_bike,casual,3,1,weekday,winter,18,Winchester Ave & Elston Ave,874,Cottage Grove Ave & 51st St,869
6988,8C94CEB61E0F699F,docked_bike,casual,28,1,weekday,winter,19,Cottage Grove Ave & 51st St,866,Wood St & Hubbard St,863
6993,A924BBC07DCC8996,docked_bike,casual,5,1,weekend,winter,19,University Library (NU),857,Western Ave & Roscoe St,862
7000,5DE7EFE49D4BE72C,docked_bike,casual,22,1,weekday,winter,19,Francisco Ave & Foster Ave,856,Indiana Ave & 26th St,859
7018,BE717776C360E6BF,docked_bike,casual,26,1,weekend,winter,16,MLK Jr Dr & Pershing Rd,851,MLK Jr Dr & Pershing Rd,847
7034,8B47F31F9DFBEE53,docked_bike,casual,16,1,weekday,winter,18,McCormick Place,850,Avers Ave & Belmont Ave,844
7035,ECC6315E9F01EDA1,docked_bike,casual,12,1,weekend,winter,10,Damen Ave & Melrose Ave,849,Ellis Ave & 58th St,830
7050,D4EC44410F0127A8,docked_bike,casual,17,1,weekday,winter,8,Lincoln Ave & Winona St,830,Western Ave & Monroe St,818
7051,3300B0BA8C8CFFFB,docked_bike,casual,28,1,weekday,winter,8,Canal St & Jackson Blvd,820,Morgan Ave & 14th Pl,817
7060,6975B28E0955C7AF,docked_bike,casual,3,1,weekday,winter,12,Laflin St & Cullerton St,816,Leavitt St & Belmont Ave,808
7094,E0C9E0A91D0DC940,docked_bike,casual,28,1,weekday,winter,19,Greenview Ave & Jarvis Ave,814,Paulina St & Montrose Ave,796
7159,837B8E4ECB776138,docked_bike,casual,25,1,weekend,winter,15,Richmond St & Diversey Ave,813,Wolcott Ave & Polk St,793
7183,F46886ACF05A28BE,docked_bike,casual,1,1,weekday,winter,15,Ellis Ave & 58th St,812,Cottage Grove Ave & 47th St,789
7185,DF4EC43DA0EE57BE,docked_bike,casual,7,1,weekday,winter,12,Halsted St & Roosevelt Rd,807,MLK Jr Dr & 47th St,785
7217,6B4C6092DA76A4E4,docked_bike,casual,30,1,weekday,winter,21,Avers Ave & Belmont Ave,797,Laflin St & Cullerton St,775
7231,F6A7A8AD6318A073,docked_bike,casual,14,1,weekday,winter,20,Southport Ave & Clark St,779,Damen Ave & Sunnyside Ave,773
7256,7ED7F8D775E98AE0,docked_bike,casual,15,1,weekday,winter,6,Central Park Ave & Elbridge Ave,776,Emerald Ave & 31st St,768
7269,6A41775F50F783F8,docked_bike,casual,26,1,weekend,winter,10,Halsted St & Polk St,774,Burling St & Diversey Pkwy,767
7295,C575B299BEDF16E7,docked_bike,casual,2,1,weekday,winter,14,Clark St & Schreiber Ave,774,Clark St & Schreiber Ave,766
7304,FB9D007DE39557C1,docked_bike,casual,5,1,weekend,winter,10,Burling St & Diversey Pkwy,772,Damen Ave & Madison St,752
7347,00A1943565C7306C,docked_bike,casual,10,1,weekday,winter,8,Cottage Grove Ave & 47th St,766,Morgan St & 31st St,752
7353,186A739BB4B60C22,docked_bike,casual,15,1,weekday,winter,18,MLK Jr Dr & 47th St,765,May St & Cullerton St,750
7393,84D2AFA81579E41D,docked_bike,casual,14,1,weekday,winter,15,Spaulding Ave & Division St,758,Halsted St & 18th St,740
7394,14DDF998F2DF118E,docked_bike,casual,28,1,weekday,winter,9,Morgan Ave & 14th Pl,756,Halsted St & Polk St,731
7395,E330D7CF4FA4E9BE,docked_bike,casual,26,1,weekend,winter,17,Leavitt St & Belmont Ave,755,Lincoln Ave & Winona St,728
7396,D49FC9C5FF9BB4EC,docked_bike,casual,20,1,weekday,winter,14,Oakley Ave & Irving Park Rd,754,Oakley Ave & Irving Park Rd,723
7403,ED8FE054D37BAB3D,docked_bike,casual,2,1,weekday,winter,7,Western Ave & Roscoe St,751,Canal St & Jackson Blvd,723
7404,75B79B6BCCFB5933,docked_bike,casual,26,1,weekend,winter,12,Emerald Ave & 31st St,748,Greenview Ave & Jarvis Ave,723
7464,E08C9DB277792B85,docked_bike,casual,30,1,weekday,winter,17,Halsted St & 18th St,727,Spaulding Ave & Division St,722
7489,7DE1C96D98F0A902,docked_bike,casual,18,1,weekend,winter,11,Western Ave & Monroe St,712,Elston Ave & Wabansia Ave,720
7520,1C2A00E9A9DD39ED,docked_bike,casual,15,1,weekday,winter,17,Kimball Ave & Belmont Ave,708,Talman Ave & Addison St,719
7529,4062CD7F927A2BCC,docked_bike,casual,7,1,weekday,winter,11,Morgan St & 31st St,707,McCormick Place,708
7533,651C959936BA3227,docked_bike,casual,15,1,weekday,winter,17,Clinton St & Tilden St,704,Racine Ave & Washington Blvd,706
7552,8EE20A6E2627A27E,docked_bike,casual,20,1,weekday,winter,12,Kedzie Ave & Leland Ave,698,Southport Ave & Clark St,706
7586,B125A6275EABA6C7,docked_bike,casual,22,1,weekday,winter,17,Damen Ave & Madison St,697,Kimball Ave & Belmont Ave,704
7596,D5F3927FB2B481F2,docked_bike,casual,15,1,weekday,winter,9,Talman Ave & Addison St,695,Clinton St & Tilden St,703
7630,C3CE03879F588762,docked_bike,casual,1,1,weekday,winter,13,Elston Ave & Wabansia Ave,695,Central Park Ave & Elbridge Ave,697
7638,2DFC8F171BFAD1AE,docked_bike,casual,4,1,weekend,winter,7,Jeffery Blvd & 67th St,682,Halsted St & Roosevelt Rd,696
7645,699355C4207DBFA0,docked_bike,casual,12,1,weekend,winter,14,May St & Cullerton St,682,Central Park Ave & North Ave,692
7646,D9863F06D650351C,docked_bike,casual,12,1,weekend,winter,11,Cottage Grove Ave & 43rd St,677,Cottage Grove Ave & 43rd St,674
7647,EB88A709EDEBDAE9,docked_bike,casual,12,1,weekend,winter,15,Racine Ave & Washington Blvd,674,Warren Park West,670
7648,16609E41FF92A9EE,docked_bike,casual,12,1,weekend,winter,17,State St & 35th St,665,Kedzie Ave & Leland Ave,667
7663,D46E2D7E12101205,docked_bike,casual,17,1,weekday,winter,8,Warren Park West,664,Keystone Ave & Fullerton Ave,663
7676,1D287B959186E7A3,docked_bike,casual,17,1,weekday,winter,10,Prairie Ave & 43rd St,663,Jeffery Blvd & 67th St,662
7702,FBBCB6F7D20226C0,docked_bike,casual,29,1,weekday,winter,16,Clinton St & 18th St,661,Troy St & Elston Ave,653
7704,9AF85DDE6AA2F958,docked_bike,casual,2,1,weekday,winter,15,Rockwell St & Eastwood Ave,647,Ravenswood Ave & Berteau Ave,652
7729,756E404DFE5EF6C3,docked_bike,casual,14,1,weekday,winter,14,Troy St & Elston Ave,642,Prairie Ave & 43rd St,649
7740,E299475C4EFEC37A,docked_bike,casual,4,1,weekend,winter,19,Hermitage Ave & Polk St,625,Clinton St & 18th St,646
7744,44275056BE0052C4,docked_bike,casual,9,1,weekday,winter,15,Harper Ave & 59th St,611,Albany Ave & Montrose Ave,645
7768,AD54527149C996F9,docked_bike,casual,26,1,weekend,winter,17,Ravenswood Ave & Berteau Ave,611,State St & 35th St,627
7789,E197ABB0048423A8,docked_bike,casual,5,1,weekend,winter,12,Kedzie Ave & Foster Ave,610,Christiana Ave & Lawrence Ave,622
7790,5FE64510A32DC1C9,docked_bike,casual,14,1,weekday,winter,8,Albany Ave & Montrose Ave,605,Dorchester Ave & 63rd St,600
7793,63068F0D638FEED2,docked_bike,casual,2,1,weekday,winter,12,Christiana Ave & Lawrence Ave,601,Wentworth Ave & 24th St (Temp),598
7794,206BCDCF6B7E0E87,docked_bike,casual,5,1,weekend,winter,18,Dorchester Ave & 63rd St,599,Leavitt St & Addison St,595
7823,34B76DC1923B7F97,docked_bike,casual,4,1,weekend,winter,14,Claremont Ave & Hirsch St,594,Western Ave & Granville Ave,593
7831,8672A84A572EE9DE,docked_bike,casual,13,1,weekday,winter,13,Leavitt St & Addison St,591,Sawyer Ave & Irving Park Rd,586
7837,429E58E5C24DC6D2,docked_bike,casual,7,1,weekday,winter,18,Keystone Ave & Fullerton Ave,584,Keystone Ave & Montrose Ave,581
7879,5B13A14A631983D9,docked_bike,casual,5,1,weekend,winter,14,Western Ave & Fillmore St,581,Rockwell St & Eastwood Ave,577
7882,E64B33872CE0E002,docked_bike,casual,30,1,weekday,winter,12,Leavitt St & Division St,579,Harper Ave & 59th St,576
7947,E088619866B79A93,docked_bike,casual,6,1,weekday,winter,17,Canal St & Harrison St,576,Claremont Ave & Hirsch St,576
7956,F58618CE1BCE36F5,docked_bike,casual,28,1,weekday,winter,15,Campbell Ave & Montrose Ave,574,Ashland Ave & 13th St,575
7966,74E6FCD236792966,docked_bike,casual,20,1,weekday,winter,16,Western Ave & Granville Ave,572,Kedzie Ave & Foster Ave,563
7986,AC4E3CF4388B71ED,docked_bike,casual,7,1,weekday,winter,15,Calumet Ave & 35th St,571,Calumet Ave & 51st St,556
7987,5EC0BAA717525B34,docked_bike,casual,8,1,weekday,winter,21,Keystone Ave & Montrose Ave,571,Evanston Civic Center,552
8002,74DA3C945A52DD17,docked_bike,casual,26,1,weekend,winter,10,Central Park Ave & North Ave,570,Calumet Ave & 35th St,548
8022,A47792B9CEEFEF7C,docked_bike,casual,5,1,weekend,winter,14,Wentworth Ave & 24th St (Temp),570,Campbell Ave & Montrose Ave,547
8034,4FC4437B29C9BF1B,docked_bike,casual,5,1,weekend,winter,17,Sawyer Ave & Irving Park Rd,565,Western Ave & Fillmore St,529
8065,AFBD8ED3199D1543,docked_bike,casual,20,1,weekday,winter,17,Calumet Ave & 51st St,554,Clark St & Columbia Ave,528
8074,F312D98894A7CC3A,docked_bike,casual,29,1,weekday,winter,8,Evanston Civic Center,552,Emerald Ave & 28th St,524
8118,274BCF6A86B82399,docked_bike,casual,20,1,weekday,winter,8,Racine Ave & Congress Pkwy,549,Budlong Woods Library,524
8144,9B307A4C01DE90C5,docked_bike,casual,1,1,weekday,winter,3,Racine Ave & 15th St,544,New St & Illinois St,523
8172,049561ECBA29B1B0,docked_bike,casual,6,1,weekday,winter,23,Glenwood Ave & Touhy Ave,537,Warren Park East,522
8177,F1B132241E27DBA0,docked_bike,casual,9,1,weekday,winter,22,St. Louis Ave & Balmoral Ave,533,St. Louis Ave & Balmoral Ave,506
8182,123243C1C2972A8F,docked_bike,casual,3,1,weekday,winter,13,Emerald Ave & 28th St,530,Canal St & Harrison St,505
